xi			f(xi)	  Bf(xi)
1.750000	-1.000000	-0.998324
1.760000	-0.998027	-0.996452
1.770000	-0.992115	-0.990838
1.780000	-0.982287	-0.981481
1.790000	-0.968583	-0.968381
1.800000	-0.951057	-0.951539
1.810000	-0.929776	-0.930954
1.820000	-0.904827	-0.906626
1.830000	-0.876307	-0.878556
1.840000	-0.844328	-0.846742
1.850000	-0.809017	-0.811186
1.860000	-0.770513	-0.771888
1.870000	-0.728969	-0.728846
1.880000	-0.684547	-0.682336
1.890000	-0.637424	-0.634002
1.900000	-0.587785	-0.584117
1.910000	-0.535827	-0.532682
1.920000	-0.481754	-0.479696
1.930000	-0.425779	-0.425160
1.940000	-0.368125	-0.369074
1.950000	-0.309017	-0.311437
1.960000	-0.248690	-0.252250
1.970000	-0.187381	-0.191513
1.980000	-0.125333	-0.129225
1.990000	-0.062791	-0.065387
2.000000	0.000000	0.000002
2.010000	0.062791	0.065390
2.020000	0.125333	0.129228
2.030000	0.187381	0.191516
2.040000	0.248690	0.252253
2.050000	0.309017	0.311439
2.060000	0.368125	0.369075
2.070000	0.425779	0.425161
2.080000	0.481754	0.479696
2.090000	0.535827	0.532681
2.100000	0.587785	0.584115
2.110000	0.637424	0.633999
2.120000	0.684547	0.682333
2.130000	0.728969	0.728842
2.140000	0.770513	0.771882
2.150000	0.809017	0.811180
2.160000	0.844328	0.846736
2.170000	0.876307	0.878550
2.180000	0.904827	0.906621
2.190000	0.929776	0.930950
2.200000	0.951057	0.951536
2.210000	0.968583	0.968380
2.220000	0.982287	0.981481
2.230000	0.992115	0.990841
2.240000	0.998027	0.996458
2.250000	1.000000	0.998332
2.260000	0.998027	0.996464
2.270000	0.992115	0.990852
2.280000	0.982287	0.981496
2.290000	0.968583	0.968396
2.300000	0.951057	0.951553
2.310000	0.929776	0.930967
2.320000	0.904827	0.906636
2.330000	0.876307	0.878563
2.340000	0.844328	0.846745
2.350000	0.809017	0.811184
2.360000	0.770513	0.771879
2.370000	0.728969	0.728830
2.380000	0.684547	0.682313
2.390000	0.637424	0.633972
2.400000	0.587785	0.584084
2.410000	0.535827	0.532647
2.420000	0.481754	0.479662
2.430000	0.425779	0.425129
2.440000	0.368125	0.369047
2.450000	0.309017	0.311417
2.460000	0.248690	0.252239
2.470000	0.187381	0.191513
2.480000	0.125333	0.129239
2.490000	0.062791	0.065416
2.500000	0.000000	0.000045
2.510000	-0.062791	-0.065327
2.520000	-0.125333	-0.129154
2.530000	-0.187381	-0.191436
2.540000	-0.248690	-0.252171
2.550000	-0.309017	-0.311362
2.560000	-0.368125	-0.369006
2.570000	-0.425779	-0.425106
2.580000	-0.481754	-0.479660
2.590000	-0.535827	-0.532668
2.600000	-0.587785	-0.584131
2.610000	-0.637424	-0.634048
2.620000	-0.684547	-0.682420
2.630000	-0.728969	-0.728970
2.640000	-0.770513	-0.772042
2.650000	-0.809017	-0.811361
2.660000	-0.844328	-0.846925
2.670000	-0.876307	-0.878735
2.680000	-0.904827	-0.906792
2.690000	-0.929776	-0.931094
2.700000	-0.951057	-0.951643
2.710000	-0.968583	-0.968437
2.720000	-0.982287	-0.981477
2.730000	-0.992115	-0.990764
2.740000	-0.998027	-0.996296
2.750000	-1.000000	-0.998075
2.760000	-0.998027	-0.996119
2.770000	-0.992115	-0.990449
2.780000	-0.982287	-0.981064
2.790000	-0.968583	-0.967965
2.800000	-0.951057	-0.951151
2.810000	-0.929776	-0.930623
2.820000	-0.904827	-0.906380
2.830000	-0.876307	-0.878422
2.840000	-0.844328	-0.846750
2.850000	-0.809017	-0.811364
2.860000	-0.770513	-0.772263
2.870000	-0.728969	-0.729448
2.880000	-0.684547	-0.683174
2.890000	-0.637424	-0.634978
2.900000	-0.587785	-0.585117
2.910000	-0.535827	-0.533591
2.920000	-0.481754	-0.480399
2.930000	-0.425779	-0.425541
2.940000	-0.368125	-0.369018
2.950000	-0.309017	-0.310829
2.960000	-0.248690	-0.250975
2.970000	-0.187381	-0.189455
2.980000	-0.125333	-0.126270
2.990000	-0.062791	-0.061419
3.000000	-0.000000	0.005098
